phoenix_complete_feature.gtfs0,phoenix_complete_feature.gtfs1,phoenix_complete_feature.gtfs2,phoenix_complete_feature.gtfs3,phoenix_complete_feature.gtfs4,phoenix_complete_feature.gtfs5,phoenix_complete_feature.gtfs6,phoenix_complete_feature.gtfs7,phoenix_complete_feature.gtfs8,phoenix_complete_feature.gtfs9,phoenix_complete_feature.avgstar,phoenix_complete_feature.location,phoenix_complete_feature.business_count,phoenix_complete_feature.reviewcount,phoenix_complete_feature.five_star_count,phoenix_complete_feature.four_star_count,phoenix_complete_feature.three_star_count,phoenix_complete_feature.two_star_count,phoenix_complete_feature.one_star_count,phoenix_complete_feature.senti_neg_avg,phoenix_complete_feature.senti_pos_avg,phoenix_complete_feature.senti_neu_avg,phoenix_complete_feature.senti_comp_avg,phoenix_complete_feature.senti_compound_pos_count,phoenix_complete_feature.senti_compound_neg_count,phoenix_complete_feature.senti_compound_neu_count,phoenix_complete_feature.block_nums,phoenix_complete_feature.tweet_count,phoenix_complete_feature.senti_negative_avg,phoenix_complete_feature.senti_neutral_avg,phoenix_complete_feature.senti_positive_avg,phoenix_complete_feature.senti_compound_avg,phoenix_complete_feature.senti_compound_positive_count,phoenix_complete_feature.senti_compound_negative_count,phoenix_complete_feature.senti_compound_neutral_count
292,715,58,10.80878854649643,41,9.408159971238634,38,9.898742829047857,38,8.125609439961764,3.2960921031295607,292,25,6167,109,40,38,26,70,0.06007773851590103,0.18387632508833923,0.7560070671378087,0.49395618374558314,217,64,2,292,28,0.08792857160525662,0.84307142666408,0.06903571422610964,-0.12932499737611838,8,12,8
293,850,64,10.505439942377766,57,7.944539274486229,44,10.147807922970701,51,9.786982839664178,3.8141179701984482,293,23,29126,183,106,53,31,72,0.04577528089887642,0.20053258426966294,0.7536898876404494,0.5928110112359554,365,69,11,293,29,0.0052068963133055585,0.8711379334844392,0.12365517277142098,0.2720862023275474,14,1,14
294,261,26,10.760891390698143,16,9.785208861026668,13,12.874751949328001,15,14.345919782479092,4.0,294,1,25,4,NULL,NULL,NULL,1,0.040600000000000004,0.213,0.7464,0.9086400000000001,5,NULL,NULL,294,5,0.0,0.8080000042915344,0.19200000464916228,0.37234000861644745,3,0,2
295,546,67,10.143183378318309,32,10.406097759796888,21,8.046719755448573,29,9.493025907696882,3.8314855312007325,295,19,78652,264,200,75,56,95,0.043817391304347836,0.2057318840579711,0.7504710144927543,0.6431105797101444,593,88,9,295,10,0.009099999815225602,0.8723999977111816,0.11850000023841858,0.205919998139143,3,1,6
296,220,24,12.354559846904273,9,11.4553999304825,11,13.11317332588,13,11.47402657404889,3.624854213642271,296,15,180058,246,184,121,80,101,0.0487172131147541,0.21392076502732219,0.7373620218579232,0.6471997267759554,622,109,1,296,36,0.01952777761552069,0.90777777797646,0.07272222141424815,0.11176666493217151,12,4,20
297,538,52,11.894456942169427,21,11.347938427559999,19,12.13394274029857,28,10.207413355511667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,297,10,0.042099999636411665,0.8217000067234039,0.13610000163316727,0.21396999657154084,4,1,5
298,908,68,11.599511585735263,51,8.888206920204352,43,7.078133265175,47,7.666735960539351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
299,437,36,13.174531726277648,21,14.3052800595975,23,11.239862782617141,23,11.704320040620907,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,299,2,0.0,0.9165000021457672,0.08349999785423279,0.14800000190734863,1,0,1
300,581,59,14.928783213626765,32,15.296542468278695,22,14.05381992459875,25,13.679424025626467,3.0046063137206733,300,3,8141,24,17,16,13,27,0.04870103092783504,0.18308247422680415,0.768237113402062,0.5952474226804125,82,15,NULL,300,2,0.0,0.5645000040531158,0.43549999594688416,0.7364500164985657,2,0,0
301,0,0,0,0,0,0,0,0,0,5.0,301,1,20,4,NULL,NULL,NULL,NULL,0.01575,0.15075,0.83325,0.97905,4,NULL,NULL,301,3,0.0,1.0,0.0,0.0,0,0,3
302,0,0,0,0,0,0,0,0,0,1.5,302,1,25,NULL,NULL,1,NULL,4,0.0596,0.1146,0.826,0.18556,3,2,NULL,302,4,0.03424999862909317,0.7107499986886978,0.255000002682209,0.5268749967217445,3,0,1
303,0,0,0,0,0,0,0,0,0,3.6315789473684212,303,2,76,6,1,4,NULL,2,0.08076923076923077,0.21846153846153846,0.7008461538461538,0.37228461538461544,9,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304,0,0,0,0,0,0,0,0,0,4.121383363471971,304,10,2212,48,15,13,2,23,0.042188118811881205,0.22460396039603964,0.733237623762376,0.6097465346534655,84,16,1,304,10,0.025299999117851257,0.9014999985694885,0.07320000156760216,0.09880999624729156,4,1,5
305,7,0,0,0,0,0,0,0,0,3.1450292397660817,305,6,855,20,9,8,3,14,0.06527777777777778,0.16481481481481478,0.7699629629629628,0.4039925925925927,38,16,NULL,305,17,0.0,0.9508823471910813,0.04911764711141586,0.11661764891708598,5,0,12
306,660,49,7.315199984741091,43,4.470399916175,36,7.0494769261446155,41,3.779519969767091,5.0,306,1,6,2,NULL,NULL,NULL,NULL,0.0265,0.328,0.6455,0.87275,2,NULL,NULL,306,2,0.0,0.8569999933242798,0.14300000667572021,0.2106499969959259,1,0,1
307,442,35,12.639040101664545,29,9.536853273711666,30,10.416031861301999,26,10.480604516142224,3.3607594936708862,307,4,1501,22,11,9,3,14,0.04801694915254237,0.2079491525423728,0.7440169491525427,0.5879406779661019,47,11,1,307,2,0.0,0.9124999940395355,0.08749999850988388,0.24629999697208405,1,0,1
308,380,36,10.530275344851113,21,7.376159906385,19,9.260114303654857,22,10.654453476275,3.1739130434782608,308,3,437,8,7,3,2,10,0.097,0.1537333333333333,0.7492,0.23161333333333334,19,11,NULL,308,22,0.009363636374473572,0.8564545430920341,0.13418181917884134,0.2518181800842285,10,1,11
309,283,28,11.686902755071216,14,8.158479869365001,14,10.281919956197498,12,10.0583997964875,4.077087874915432,309,12,13303,137,67,22,16,19,0.04083908045977012,0.2270191570881225,0.7321685823754794,0.7302888888888892,240,19,2,309,10,0.046400000154972074,0.8290000081062316,0.12460000067949295,0.1725099928677082,4,2,4
310,538,41,9.089813407264666,31,11.175999934025455,22,11.772053082793333,22,11.287759900105002,3.9667539794479145,310,13,4963,61,41,13,6,13,0.04349253731343283,0.20700746268656714,0.7494776119402984,0.7172604477611944,120,14,NULL,310,10,0.0,0.8248000025749207,0.17520000040531158,0.3960899919271469,6,0,4
311,643,62,9.994537085291784,35,11.340699048422842,31,12.572999954235,28,12.457514762878665,4.252905415565723,311,16,46551,220,115,40,25,44,0.04313063063063061,0.2176554054054052,0.7392342342342336,0.6619799549549551,383,53,8,311,10,0.05979999899864197,0.7723999977111816,0.16780000180006027,0.09786000251770019,6,2,2
312,667,63,9.442026659398394,34,10.045251649967058,50,14.14665282542516,34,11.176000055817141,3.753332039965079,312,41,103090,354,292,151,104,126,0.04716066212268749,0.21021129503407981,0.7426348588120744,0.6554301850048683,880,138,9,312,27,0.07059259271180188,0.8511851893530952,0.07825925808261942,0.007259258793459998,7,9,11
313,793,78,6.944021288553466,48,9.04808946132672,41,8.970602679258002,42,6.8732399394099986,3.0542812459272777,313,26,15346,118,72,38,36,81,0.05620289855072458,0.1535623188405797,0.7902434782608698,0.45945855072463754,259,80,6,313,40,0.0,0.8519499987363816,0.14805000089108944,0.32303499784320594,27,0,13
314,360,55,11.660293276106778,16,10.654453118638333,15,12.405360102669999,12,8.419253428781667,3.8826273203236554,314,22,10505,103,73,32,21,44,0.04444322344322344,0.18573626373626384,0.7698095238095243,0.6041047619047617,225,44,4,314,268,0.006156716495752335,0.8508208938943806,0.14301865672998465,0.29727350503428657,184,6,78
315,835,100,8.232283690066266,49,9.879584002497,35,6.9291200008618885,41,9.4101920425925,3.984858513983121,315,38,12086,272,65,34,15,58,0.04897297297297298,0.1955157657657658,0.7554954954954967,0.6593087837837837,383,53,8,315,100,0.002809999957680702,0.8436099988222122,0.15358000077307224,0.3137299966067076,62,2,36
316,394,52,11.056789280969134,22,10.607039971785456,16,9.276079893119999,17,8.692444251652667,3.0,316,1,12,1,NULL,1,1,NULL,0.03333333333333333,0.11499999999999999,0.8516666666666667,0.5942333333333334,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
317,604,59,10.436664583590536,34,10.579946756365334,27,9.872133227684749,31,8.493759900339402,2.5,317,1,6,NULL,1,NULL,NULL,1,0.043,0.2125,0.7444999999999999,0.8653,2,NULL,NULL,317,12,0.0,0.9741666664679846,0.025833333532015484,0.05580000082651774,1,0,11
318,675,54,10.017007430402591,41,10.356426663701,36,12.985447545841142,34,10.15774226519689,5.0,318,2,18,6,NULL,NULL,NULL,NULL,0.018333333333333333,0.15849999999999997,0.8230000000000001,0.7178833333333333,5,NULL,1,318,7,0.016285714294229234,0.8785714336803981,0.10500000204358782,0.21038571425846644,2,0,5
319,514,40,9.991344034671398,34,10.446618924020736,25,12.029439882805455,28,10.53737141404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,319,1,0.0,1.0,0.0,0.0,0,0,1
320,630,58,11.258349365312105,39,11.5112798810055,28,10.419470626566463,27,10.840720050040623,4.5,320,1,42,2,4,NULL,NULL,NULL,0.0305,0.23583333333333334,0.7334999999999999,0.9032,6,NULL,NULL,320,1,0.0,0.8130000233650208,0.18700000643730164,0.7034000158309937,1,0,0
321,0,0,0,0,0,0,0,0,0,2.5,321,1,12,1,NULL,NULL,1,1,0.10933333333333332,0.1396666666666667,0.7516666666666668,0.19143333333333334,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
322,0,0,0,0,0,0,0,0,0,4.049668874172186,322,5,151,14,2,NULL,2,5,0.07269565217391304,0.19395652173913044,0.7333043478260869,0.3979130434782609,16,7,NULL,322,3,0.0,0.7360000014305115,0.26400000353654224,0.6507333219051361,3,0,0
323,0,0,0,0,0,0,0,0,0,4.505119453924915,323,6,293,30,1,2,1,1,0.05431428571428572,0.2618857142857143,0.6837142857142857,0.6630771428571427,30,5,NULL,323,5,0.0,0.8740000009536744,0.1259999990463257,0.2839200019836426,3,0,2
324,0,0,0,0,0,0,0,0,0,4.269675090252708,324,15,4155,110,33,13,3,25,0.040467391304347816,0.2024891304347826,0.7570434782608694,0.6563527173913041,160,23,1,324,12,0.02866666701932748,0.7819166630506516,0.189500001569589,0.3514250001559655,9,2,1
325,3,0,0,0,0,0,0,0,0,3.8444018974681375,325,20,17497,115,96,37,24,53,0.039559999999999984,0.21843384615384634,0.7419969230769231,0.6447083076923077,280,42,3,325,235,0.004123404178213566,0.8660425539980543,0.12983829845139322,0.2659229761108439,139,4,92
326,1,0,0,0,0,0,0,0,0,3.9064148048710328,326,11,20858,115,53,24,13,52,0.047315175097276244,0.20324124513618672,0.7494591439688714,0.6435443579766535,222,34,1,326,7,0.016571428094591414,0.9045714310237339,0.07885714301041194,0.17738571337291173,2,0,5
327,262,19,15.646399974812502,16,0.447039991617,20,11.970737712249667,18,13.695679838023636,3.0328216851730896,327,19,6124,90,40,29,27,85,0.0598339483394834,0.17103321033210336,0.7691992619926196,0.42284723247232486,199,69,3,327,11,0.0,0.9589090943336487,0.04109090905297886,0.06747272678396919,5,0,6
328,194,20,6.705599884191334,10,0.0,10,10.728960037244999,12,0.0,3.520580324394816,328,13,12269,81,56,35,21,61,0.05605511811023622,0.19603937007874014,0.7479094488188979,0.5512027559055114,200,47,7,328,18,0.0349444444808695,0.816611111164093,0.14838888785905308,0.2924833314286338,11,0,7
329,81,18,14.02080002697818,2,1.78815996647,2,9.387840271,3,0.0,3.7930560330010312,329,13,2909,63,22,7,9,43,0.07813194444444443,0.17082638888888899,0.7510763888888891,0.39985763888888903,102,40,2,329,115,0.005678260974262071,0.8644608668659044,0.12986087073450503,0.26175391013207644,70,3,42
330,384,39,11.00569903708624,16,13.80235999824875,14,15.5346400737875,15,13.63471984865,4.226498422712933,330,10,20605,110,68,28,22,34,0.04508778625954199,0.2323282442748092,0.7225916030534348,0.6673553435114504,229,31,2,330,37,0.014675675614460095,0.9068108088261372,0.07851351435120041,0.15212702509519216,12,2,23
331,812,81,10.145864267716389,42,9.020628570445393,36,11.331492195960868,36,10.32662392408285,3.5376314417977253,331,27,32619,169,165,81,74,110,0.05350083472454092,0.1820734557595992,0.7643956594323872,0.5337666110183648,483,109,7,331,39,0.018512820586180076,0.8339999982943902,0.14751281990454748,0.2911871801584195,21,2,16
332,519,55,9.903655377713848,27,9.3598999753575,28,14.429457637997778,23,11.116394535697333,3.6092235250669376,332,44,21662,229,139,106,81,123,0.053766961651917314,0.17579203539823007,0.7689660766961658,0.5545433628318582,549,121,8,332,68,0.009911764632253087,0.8699705859317499,0.1201176474637845,0.24154852757997372,40,1,27
333,620,76,10.19809996585854,36,9.1419679641724,29,8.253046145803847,28,7.152639955285,3.520319473807846,333,13,4257,67,33,15,17,21,0.05645098039215685,0.19299346405228765,0.7505359477124182,0.5669320261437909,126,27,NULL,333,11,0.06709090891209515,0.8457272757183422,0.0871818180788647,0.10926364023577083,5,2,4
334,25,9,14.454293409991665,1,16.54047966,1,15.1993598938,1,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,334,29,0.017586206567698513,0.8945517252231466,0.08786206872298799,0.11354827778092746,11,2,16
335,283,27,12.225572109232175,18,17.147177355635712,9,13.65955543519778,22,16.093439787630626,3.961136978071493,335,5,106528,205,120,49,31,24,0.03288578088578087,0.23813053613053625,0.728988344988345,0.8129554778554784,404,25,NULL,335,4,0.0755000002682209,0.8547499924898148,0.06975000351667404,0.03352499380707741,1,2,1
336,24,4,18.328639984133336,2,0.0,0,0,0,0,4.148148148148148,336,13,1728,84,16,3,6,13,0.038573770491803265,0.2013360655737705,0.7600983606557373,0.7125991803278686,108,13,1,336,8,0.025499999523162842,0.7258749976754189,0.24862499721348286,0.5029874965548515,7,1,0
337,390,52,10.442854239948083,21,11.9359681516997,13,15.9444270134,19,11.686902727404286,3.9166666666666665,337,4,120,13,NULL,1,2,4,0.053749999999999985,0.17225000000000001,0.774,0.5159849999999999,15,5,NULL,337,15,0.07200000087420146,0.8747333387533823,0.0532666673262914,-0.025126667817433675,3,3,9
338,482,47,9.096292087571172,26,12.47647979042909,22,11.623039909787142,20,12.27640610475077,3.626500802568218,338,30,31150,199,145,48,34,83,0.04596856581532417,0.19622986247544205,0.7578094302554027,0.6191424361493125,436,71,2,338,25,0.06404000043869018,0.791720004081726,0.14428000003099442,0.16080799341201782,11,8,6
339,324,41,12.088706602662917,17,11.750765672754856,13,12.070080185936165,16,9.164319912595,3.6102126518942104,339,8,11192,66,44,25,18,26,0.041804469273743025,0.21512290502793294,0.7430502793296091,0.6877368715083798,157,19,3,339,48,0.04079166722173492,0.8363333325833082,0.1228958332600693,0.1713916614341239,22,6,20
340,455,49,13.50060795375257,20,16.68949349723167,16,12.5171202421225,18,13.820986668283334,3.7254398826979473,340,33,13640,219,72,31,28,113,0.05398056155507561,0.18146436285097187,0.7645550755939526,0.5104889848812096,363,95,5,340,41,0.010268292594246747,0.8666829277829426,0.12304878125830394,0.22906097297261402,20,2,19
341,0,0,0,0,0,0,0,0,0,4.5049504950495045,341,2,101,9,2,NULL,1,1,0.06861538461538463,0.1910769230769231,0.7402307692307694,0.5849076923076925,11,2,NULL,341,13,0.048846154258801386,0.7670769187120291,0.18407692530980477,0.32166923553897786,8,2,3
342,57,19,6.636824543661539,2,0.0,2,8.49376010895,0,0,3.1462484624846248,342,15,4065,53,21,24,23,44,0.057515151515151505,0.18118181818181817,0.7612545454545454,0.4651187878787881,122,38,5,342,6,0.027833332618077595,0.8013333280881246,0.17083333432674408,0.3451666608452797,4,0,2
343,65,23,11.250506599753331,2,0.0,3,0.0,1,15.1993598938,4.430443872627855,343,11,6218,65,28,13,10,12,0.04453906250000001,0.1887734375,0.7667109375,0.6493257812500002,109,16,3,343,188,0.0018989361743343637,0.8234680876769918,0.17463297872467243,0.3642090392160289,135,3,50
344,62,22,10.9971838673036,2,10.7289600372,3,14.7523202896,1,0.0,2.650271370420624,344,9,1474,30,10,3,9,32,0.06911904761904764,0.14774999999999996,0.7831785714285712,0.3228083333333333,55,28,1,344,4,0.054999999701976776,0.9449999928474426,0.0,-0.1191750019788742,0,1,3
345,67,22,10.927644358746667,2,0.0,4,10.7289600372,1,9.83487987518,3.5624655091904742,345,13,23557,109,75,32,31,42,0.042643598615916954,0.21231487889273365,0.7450034602076124,0.6321975778546709,248,38,3,345,34,0.04214705921271268,0.8592941191266564,0.09855882385197808,0.1318352923673742,11,5,18
346,70,25,11.53363183339,2,10.7289600372,3,14.08175992965,2,12.5171203613,3.2365709274281955,346,13,4561,67,28,17,16,50,0.05396629213483146,0.17842134831460682,0.7676404494382022,0.4804679775280902,137,37,4,346,23,0.03513043471004652,0.8437826089237047,0.12108695636624875,0.2211913032376248,11,2,10
347,316,43,12.624409486063483,17,11.39951992035,23,14.30527992248,23,8.692444370851556,4.347194050033806,347,14,4437,108,33,12,7,14,0.029373563218390797,0.21941379310344833,0.7511609195402297,0.7414701149425288,159,14,1,347,25,0.030040000081062317,0.8580800032615662,0.11184000134468079,0.20025199860334397,15,2,8
348,536,45,12.545060195040623,33,9.164320031805,34,9.859715561068333,30,5.1856638729554,3.2047462876924477,348,30,10977,114,71,48,36,90,0.06168802228412257,0.1781309192200558,0.7601587743732598,0.4317919220055706,266,89,4,348,35,0.0062857142516544885,0.8906571439334324,0.10305714351790292,0.2124828530209405,13,1,21
349,917,61,9.51822661360375,56,8.459372382906,49,7.073750448573354,52,7.741920048531363,3.957910208444682,349,30,44904,261,99,57,27,114,0.04751075268817204,0.21422401433691748,0.7382383512544815,0.5835284946236561,460,94,4,349,2,0.10999999940395355,0.8899999856948853,0.0,-0.2383500039577484,0,1,1
350,915,72,10.243046988617825,47,10.308216398266293,53,9.36300451556522,52,8.67257592678,4.282876658553819,350,25,38211,312,88,44,30,59,0.042330206378986886,0.22578611632270174,0.7318874296435273,0.708082551594747,476,52,5,350,32,0.006312500219792128,0.8749687541276217,0.11871875077486038,0.22182812076061964,17,0,15
351,1141,95,8.356910952500897,59,8.955701264735234,56,9.374293364364457,53,9.602419170146439,3.305100098817846,351,25,54646,222,164,75,48,148,0.0514535768645358,0.18043531202435312,0.7680928462709283,0.5304295281582954,523,128,6,351,13,0.0,0.9150769206193777,0.08492307708813594,0.2058692299402677,5,0,8
352,779,72,8.431671109462165,38,8.785307840158437,44,14.040367422280738,41,6.461759937077954,3.9628121469641022,352,25,59307,310,149,69,50,119,0.045487804878048786,0.19456814921090387,0.7599670014347201,0.5888496413199432,572,118,7,352,96,0.0022916666542490325,0.8930833321064711,0.1046249996094654,0.22033853991888463,48,1,47
353,936,98,7.4423881564972065,58,8.437879856675709,47,7.985759965405634,45,9.305054752915554,3.7128115264797508,353,8,2568,44,21,12,12,10,0.044070707070707045,0.18886868686868694,0.767050505050505,0.6687383838383839,87,12,NULL,353,28,0.029357142746448517,0.8233571393149239,0.14735714106687478,0.23950356830443656,14,2,12
354,181,15,15.19936008455,12,11.772053440411666,7,12.338304042808002,8,14.484096336392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,354,19,0.0,0.831263150039472,0.1687368421178115,0.32718947372938456,11,0,8
355,566,55,11.639005748295142,34,13.495019972325624,31,10.846602185776947,31,12.864817698804444,3.7367223867964454,355,23,18904,158,110,42,37,59,0.05122906403940885,0.20873399014778338,0.7400418719211828,0.6081689655172413,337,60,9,355,18,0.008777778181764815,0.871388895644082,0.11983333362473382,0.21518333214852545,10,1,7
356,426,40,10.962197969802348,23,11.809306552015002,18,7.152639970186166,23,8.08110761184246,3.9168515999713653,356,39,13969,292,91,41,42,90,0.0491258992805755,0.18462050359712237,0.7662410071942447,0.5838913669064747,456,92,8,356,8,0.08412499912083149,0.8530000001192093,0.06287499889731407,-0.07953750342130661,2,4,2
357,239,23,11.654971497400714,13,13.932746410393335,14,13.142976057537002,12,14.04982818878429,4.0,357,1,651,13,3,NULL,2,3,0.040428571428571425,0.24971428571428575,0.7098571428571429,0.7711476190476192,19,2,NULL,357,9,0.015222221612930298,0.7745555539925894,0.21011111471388075,0.42865555153952706,6,0,3
358,878,58,11.257280036809865,53,11.502683015971154,48,10.728959921873871,53,11.156563380488693,3.936446871294228,358,32,36261,281,157,48,53,97,0.04624371069182393,0.20407861635220131,0.7496902515723269,0.6382555031446543,543,86,7,358,21,0.03004761998142515,0.8710952429544359,0.09885714469211442,0.13536190489927927,10,2,9
359,1186,80,11.035501735556513,66,8.230795320347646,58,9.262668743133599,63,7.078133310874066,3.758682054752958,359,79,85694,540,340,156,127,232,0.04832473118279568,0.199762007168459,0.7518982078853054,0.6048900358422937,1162,208,25,359,73,0.010904109794391345,0.8605068489296795,0.12858904153108597,0.2529424641230335,43,2,28
360,753,52,8.373403058597614,41,9.320783978702503,42,9.198707665391307,53,9.149418688811163,3.2634423363148994,360,34,69203,360,210,99,95,208,0.050832304526749,0.1899331275720164,0.7592016460905349,0.5598096707818929,787,171,14,360,72,0.0,0.8332083337008953,0.16679166723042727,0.35601527368028957,54,0,18
361,0,0,0,0,0,0,0,0,0,3.5,361,1,529,3,8,6,3,3,0.07239130434782609,0.1690869565217392,0.7586086956521739,0.3133173913043478,15,8,NULL,361,2,0.0,0.8540000021457672,0.1459999978542328,0.3400000035762787,1,0,1
362,25,11,9.052560031425,0,0,0,0,0,0,4.555555555555555,362,3,324,20,1,1,NULL,5,0.08607407407407405,0.2118148148148148,0.7020000000000001,0.5979703703703705,22,5,NULL,362,1,0.0,0.7080000042915344,0.2919999957084656,0.8503000140190125,1,0,0
363,115,14,7.202311065456666,3,3.12928009033,9,8.940799872083334,7,8.4937601089425,2.7295268425841672,363,4,2198,16,15,8,13,21,0.04447945205479452,0.1731917808219178,0.7823287671232875,0.5910027397260273,63,10,NULL,363,2,0.0,0.847000002861023,0.15299999713897705,0.32429999113082886,1,0,1
364,202,21,7.71144014597125,12,5.5432958424074,12,6.6559288303082225,10,10.1701599359575,3.0,364,1,6,1,NULL,NULL,NULL,1,0.042,0.1565,0.8015,0.6934,2,NULL,NULL,364,4,0.0,0.8192500025033951,0.18075000122189522,0.4815250039100647,3,0,1
365,215,23,6.593840042749999,14,6.482079903293333,14,4.725851523018143,11,2.6822400331475995,3.8174191507109367,365,9,104299,211,166,77,51,57,0.0414056939501779,0.2159679715302492,0.7426227758007117,0.6758583629893242,495,64,3,365,40,0.029424999840557575,0.8255249969661236,0.14505000021308662,0.22786999978125094,22,2,16
366,208,18,7.264399970572001,12,5.811520020170001,15,5.683794281308143,10,6.884416007995999,3.695187165775401,366,4,187,15,1,NULL,1,8,0.03692,0.16487999999999997,0.7981999999999999,0.474188,18,7,NULL,366,2,0.0,0.8180000185966492,0.18200000375509262,0.5290999859571457,2,0,0
367,435,38,9.204959957435774,32,6.258560085286001,28,9.196251426421428,25,5.683794225962858,4.060698027314112,367,3,1977,38,3,1,2,10,0.049796296296296304,0.14890740740740738,0.8012407407407408,0.401811111111111,39,14,1,367,1,0.0,1.0,0.0,0.0,0,0,1
368,528,45,8.437880039211874,30,2.8312532504393335,29,8.136128079902,40,6.904284477237777,3.8421084483175987,368,10,8262,70,46,28,13,31,0.05232978723404254,0.20164361702127667,0.746021276595745,0.5991595744680854,160,26,2,368,38,0.016368421284775985,0.9043421055141249,0.07926315775043086,0.12151841897713511,10,3,25
369,670,59,9.60071615945238,35,5.960533221556666,34,7.301653149225583,36,8.803249120717693,2.5,369,1,9,NULL,NULL,1,2,NULL,0.041666666666666664,0.10033333333333333,0.858,0.3166,2,1,NULL,369,20,0.021649999916553496,0.8493500053882599,0.12900000140070916,0.22575999833643437,10,3,7
370,862,72,8.2255359601944,55,7.812556170282859,42,8.459372376022847,39,7.862644698688293,4.5,370,1,72,6,2,NULL,1,NULL,0.01177777777777778,0.24399999999999997,0.7442222222222221,0.6686222222222223,7,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
371,1047,77,9.309607932721676,62,6.561393532057806,56,6.915971756856911,56,8.015889653870584,3.5798332546798806,371,21,12714,133,62,29,20,47,0.04699999999999997,0.19944329896907229,0.753529209621993,0.6208893470790376,244,42,5,371,7,0.011571428605488368,0.8779999954359872,0.11042857382978712,0.23579999378749303,3,0,4
372,1031,78,8.163801871591426,66,8.121226617696568,57,10.281919954282708,63,6.541685262326699,4.521186440677966,372,3,472,26,NULL,NULL,1,3,0.05093333333333334,0.2011333333333333,0.7479666666666667,0.6231133333333333,25,4,1,372,1,0.0,1.0,0.0,0.0,0,0,1
373,973,86,6.530290156020236,65,8.264198893632889,54,7.018528014420499,48,6.8307711339025605,3.2213930348258706,373,4,603,25,1,2,1,16,0.07928888888888888,0.15942222222222224,0.7612000000000001,0.29714888888888896,29,16,NULL,373,17,0.0,0.9306470611516167,0.06935294060146108,0.15375882124199586,6,0,11
374,30,0,0,1,10.281920433,1,9.387840271,0,0,3.0,374,1,9,NULL,2,NULL,NULL,1,0.06266666666666666,0.14466666666666664,0.7919999999999999,0.29083333333333333,2,1,NULL,374,9,0.018555555078718398,0.8080000016424391,0.17344444493452707,0.32661111487282646,6,1,2
375,310,29,11.958320021642498,18,15.077439828365453,19,11.591108594623572,20,12.868365730561427,4.2084364454443195,375,10,4445,114,13,4,5,27,0.05170552147239263,0.18566871165644164,0.7626134969325151,0.6852503067484668,141,22,NULL,375,24,0.0,0.8900416592756907,0.10995833327372868,0.23524999897927046,17,0,7
376,150,12,9.477247905723999,8,12.964160203948001,6,9.53685291609,5,4.91743993759,1.5,376,1,9,NULL,NULL,NULL,1,2,0.08,0.06833333333333332,0.8513333333333334,-0.004899999999999997,1,2,NULL,376,6,0.0,0.9706666668256124,0.029333333174387615,0.07646666467189789,1,0,5
377,0,0,0,0,0,0,0,0,0,4.199787585555818,377,26,12711,227,54,21,20,30,0.03825,0.21657386363636377,0.7451903409090911,0.7158764204545451,317,33,2,377,7,0.0,0.9174285701342991,0.08257142773696355,0.21685714168207987,3,0,4
378,667,56,10.28191985637485,29,11.463382735850072,35,9.834879903427051,29,13.113173200029442,4.084755403868032,378,30,10548,187,87,29,20,40,0.04273553719008262,0.20514600550964168,0.7521074380165294,0.6793085399449039,322,37,4,378,4,0.0,0.9179999977350235,0.0820000022649765,0.2079000025987625,1,0,3
379,490,53,11.894457050734285,29,11.175999919572,22,11.51127970218375,24,11.231879958889188,4.234416766745438,379,14,25813,236,66,23,25,41,0.039803069053708444,0.21502557544757037,0.745143222506394,0.6987739130434784,343,45,3,379,18,0.012888888518015543,0.818333336048656,0.16877777957253987,0.3217944415907065,10,0,8
380,654,49,12.293599968152916,40,11.5693952655812,33,9.566655969617333,35,10.439698654062942,3.4021937842778796,380,9,2188,45,21,9,8,21,0.050653846153846174,0.19275000000000003,0.7565673076923078,0.535560576923077,85,18,1,380,4,0.0,1.0,0.0,0.0,0,0,4
381,0,0,0,0,0,0,0,0,0,4.16289592760181,381,8,5967,92,14,7,5,15,0.044067669172932304,0.22207518796992481,0.7338646616541354,0.6688563909774438,117,15,1,381,3,0.0429999977350235,0.8886666695276896,0.06799999872843425,0.017133334030707676,1,1,1
